CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,TIME_DIFF,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,neighborhood,neighborhood_services_district,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,completion.time
1.01E+11,4/7/10 13:25,4/16/10 11:31,8:22:06,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 5  0509  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,289 Newbury St  Boston  MA  02115,Back Bay,14,289 Newbury St,2115,42.349157,-71.084915,Self Service,214.1
1.01E+11,4/7/10 13:31,4/16/10 11:31,8:21:59,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 5  0508  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,269 Newbury St  Boston  MA  02116,Back Bay,14,269 Newbury St,2116,42.349544,-71.083565,Self Service,213.9833333
1.01E+11,4/7/10 13:36,4/7/10 15:47,0:02:11,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000117169 ,Graffiti: Ward 5  0508  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,250 Commonwealth Ave  Boston  MA  02116,Back Bay,14,250 Commonwealth Ave,2116,42.35019,-71.08285,Self Service,2.183333333
1.01E+11,4/7/10 13:42,4/7/10 15:51,0:02:08,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000121568 ,Graffiti: Ward 5  0508  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,32-34 Fairfield St  Boston  MA  02116,Back Bay,14,32-34 Fairfield St,2116,42.35002,-71.08212,Self Service,2.133333333
1.01E+11,4/7/10 13:46,4/16/10 11:30,8:21:43,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 5  0508  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,205 Newbury St  Boston  MA  02116,Back Bay,14,205 Newbury St,2116,42.35027,-71.08086,Self Service,213.7166667
1.01E+11,4/7/10 13:53,4/16/10 11:29,8:21:36,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. THE TGAS WILL NEED MATCHING PAINT. ,Graffiti: Ward 5  0507  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,26 Exeter St  Boston  MA  02116,Back Bay,14,26 Exeter St,2116,42.35061,-71.07967,Self Service,213.6
1.01E+11,4/7/10 13:56,4/16/10 11:27,8:21:31,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 5  0507  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,179 Newbury St  Boston  MA  02116,Back Bay,14,179 Newbury St,2116,42.350656,-71.079464,Self Service,213.5166667
1.01E+11,4/7/10 14:00,4/16/10 11:26,8:21:26,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 5  0507  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,180 Commonwealth Ave  Boston  MA  02116,Back Bay,14,180 Commonwealth Ave,2116,42.35107,-71.07948,Self Service,213.4333333
1.01E+11,4/7/10 14:05,4/16/10 11:28,8:21:23,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 5  0506  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,39 Newbury St  Boston  MA  02116,Back Bay,14,39 Newbury St,2116,42.352345,-71.073279,Self Service,213.3833333
1.01E+11,4/7/10 15:15,5/7/10 10:04,29:18:48,Closed,Case Closed Case Resolved   THIS REQUEST IS A DUPLICATE AND REFER TO CN#101000131395. ALSO  THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 5  0502  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,16-20 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,16-20 Peterborough St,2215,42.343966,-71.095737,Constituent Call,714.8
1.01E+11,4/7/10 15:53,4/8/10 14:12,0:22:19,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 1  0107  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,131 Lexington St  East Boston  MA  02128,East Boston,1,131 Lexington St,2128,42.37853,-71.035,Self Service,22.31666667
1.01E+11,4/7/10 17:15,4/15/10 11:50,7:18:34,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN PARTIALLY COMPLETED AND ONLY THE LOWER AREA WAS DONE BECAUSE THE OTHER GRAFFITI IS ON THE ROOF TOP. ALSO  58 BURBANK STREET WAS DONE. ,Graffiti: Ward 4  0407  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,54-56 Burbank St  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,14,54-56 Burbank St,2115,42.34425,-71.08846,Constituent Call,186.5666667
1.01E+11,4/8/10 9:41,6/16/10 5:51,8:20:09,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,72 Columbia Rd  Dorchester  MA  02121,Roxbury,13,72 Columbia Rd,2121,42.30467,-71.08219,Citizens Connect App,212.15
1.01E+11,4/8/10 10:16,5/10/10 13:17,1:03:00,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 14  1401  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,440-470 Blue Hill Ave  Dorchester  MA  02121,Roxbury,13,440-470 Blue Hill Ave,2121,42.309673,-71.082201,Constituent Call,27
1.01E+11,4/9/10 7:59,4/27/10 14:32,18:06:32,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 20  2008  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,208-212 Belgrade Ave  Roslindale  MA  02131,Roslindale,10,208-212 Belgrade Ave,2131,42.286017,-71.139649,Constituent Call,438.5333333
1.01E+11,4/9/10 10:31,4/14/10 12:00,5:01:28,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 5  0509  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,53 Hereford St  Boston  MA  02115,Back Bay,14,53 Hereford St,2115,42.34881,-71.08588,Self Service,121.4666667
1.01E+11,4/9/10 10:43,4/16/10 11:32,7:00:49,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN NINE TIMES IN THE PAST. ,Graffiti: Ward 5  0509  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,46 Hereford St  Boston  MA  02115,Back Bay,14,46 Hereford St,2115,42.34914,-71.0856,Constituent Call,168.8166667
1.01E+11,4/9/10 10:44,4/14/10 12:01,5:01:16,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FIFTEEN TIMES IN THE PAST. ,Graffiti: Ward 5  0509  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,40 Hereford St  Boston  MA  02115,Back Bay,14,40 Hereford St,2115,42.34937,-71.08577,Constituent Call,121.2666667
1.01E+11,4/9/10 14:29,4/27/10 14:30,18:00:01,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 183 AMORY STREET WAS DONE. ,Graffiti: Ward 11  1104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,181 Amory St  Jamaica Plain  MA  02130,Jamaica Plain,11,181 Amory St,2130,42.31728,-71.102891,Self Service,432.0166667
1.01E+11,4/10/10 9:08,5/25/10 11:26,14:02:17,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ALSO  46  48 & 50 HARLEM STREET WAS ALSO DONE. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,109 Savin Hill Ave  Dorchester  MA  02125,Dorchester,7,109 Savin Hill Ave,2125,42.311515,-71.05382,Citizens Connect App,338.2833333
1.01E+11,4/10/10 9:43,6/22/10 6:05,12:20:21,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Street Light_General Lighting Request,PWDx,29 Beecher St  Jamaica Plain  MA  02130,Jamaica Plain,11,29 Beecher St,2130,42.31814,-71.10759,Citizens Connect App,308.35
1.01E+11,4/10/10 16:08,6/16/10 9:55,6:17:46,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,24 Glendon St  East Boston  MA  02128,East Boston,1,24 Glendon St,2128,42.38225,-71.03046,Citizens Connect App,161.7666667
1.01E+11,4/10/10 17:52,4/12/10 13:24,1:19:31,Closed,Case Closed Case Resolved   THIS REQUEST IS A DUPLICATE AND REFER TO CN#101000128453. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,19 Bucknam St  Mission Hill  MA  02120,Mission Hill,14,19 Bucknam St,2120,42.3275,-71.10394,Citizens Connect App,43.51666667
1.01E+11,4/12/10 10:03,4/16/10 12:18,4:02:14,Closed,Case Closed Case Resolved   THIS REQUEST HASB BEEN COMPLETED. ,Graffiti: Ward 2  0207  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,99 Cambridge St  Charlestown  MA  02129,Charlestown,2,99 Cambridge St,2129,42.38254,-71.0792,Self Service,98.23333333
1.01E+11,4/12/10 10:09,5/7/10 10:07,24:23:57,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 229 KELTON STREET WAS ALSO DONE. ,Graffiti: Ward 21  2110  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,67-69 Washington St  Brighton  MA  02135,Allston / Brighton,15,67-69 Washington St,2135,42.344153,-71.14327,Constituent Call,599.95
1.01E+11,4/12/10 14:37,4/27/10 14:33,14:23:56,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 11  1107  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,2-14 Kenton Rd  Jamaica Plain  MA  02130,Jamaica Plain,11,2-14 Kenton Rd,2130,42.307326,-71.106037,Constituent Call,359.9333333
1.01E+11,4/12/10 14:57,4/15/10 14:41,2:23:43,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 21  2101  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,211 Park Dr  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,211 Park Dr,2215,42.34168,-71.10061,Constituent Call,71.71666667
1.01E+11,4/12/10 15:41,6/15/10 12:42,3:21:01,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 1  0107  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,357 Meridian St  East Boston  MA  02128,East Boston,1,357 Meridian St,2128,42.378928,-71.038994,Self Service,93.01666667
1.01E+11,4/12/10 18:52,6/7/10 13:59,24:19:06,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 1  0110  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,345-345R Princeton St  East Boston  MA  02128,East Boston,1,345-345R Princeton St,2128,42.3806,-71.02727,Constituent Call,595.1
1.01E+11,4/12/10 20:24,4/15/10 14:38,2:18:14,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED ,Graffiti: Ward 4  0407  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,60 Fenway  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,14,60 Fenway,2115,42.3433,-71.09072,Self Service,66.23333333
1.01E+11,4/12/10 20:26,4/15/10 14:38,2:18:11,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 5  0502  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,59-75 Queensberry St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,59-75 Queensberry St,2215,42.34283,-71.09805,Self Service,66.18333333
1.01E+11,4/12/10 20:33,4/16/10 11:35,3:15:01,Closed,Case Closed Case Resolved   THIS REQUEST CAN'T BE DONE BECAUSE THE GRAFFITI IS BLOCKED BY PARKED CARS.....TOO MUCH LIABILITY & NO CONTACT PHONE NUMBER OR SIGNED WAIVER. ,Graffiti: Ward 4  0405  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,12-14 Edgerly Rd  Boston  MA  02115,Back Bay,14,12-14 Edgerly Rd,2115,42.34606,-71.08786,Self Service,87.01666667
1.01E+11,4/13/10 7:41,4/13/10 11:07,0:03:25,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000125702 ,Graffiti: Ward 19  1913  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,160 Florence St  Roslindale  MA  02131,Roslindale,10,160 Florence St,2131,42.288189,-71.122309,Constituent Call,3.416666667
1.01E+11,4/13/10 10:01,6/16/10 5:48,3:19:47,Closed,Case Closed Case Invalid ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,238 W Canton St  Boston  MA  02116,South End,6,238 W Canton St,2116,42.345509,-71.077947,Citizens Connect App,91.78333333
1.01E+11,4/13/10 13:54,7/29/10 11:11,15:21:16,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,4196 Washington St  Roslindale  MA  02131,Roslindale,10,4196 Washington St,2131,42.28709,-71.12716,Citizens Connect App,381.2666667
1.01E+11,4/13/10 14:54,6/7/10 14:01,23:23:06,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 176 PRINCETON STREET. ,Graffiti: Ward 1  0106  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,137 Princeton St  East Boston  MA  02128,East Boston,1,137 Princeton St,2128,42.37799,-71.03431,Constituent Call,575.1
1.01E+11,4/14/10 13:59,5/5/10 11:45,20:21:45,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 22  2202  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,7 Mansfield St  Allston  MA  02134,Allston / Brighton,15,7 Mansfield St,2134,42.357094,-71.130207,Constituent Call,501.75
1.01E+11,4/15/10 5:38,4/16/10 9:58,1:04:19,Closed,Case Closed Case Resolved Work Completed 4/15/10 ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Street Light_General Lighting Request,PWDx,45-55 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5,45-55 W Broadway,2127,42.34209,-71.05636,Citizens Connect App,28.31666667
1.01E+11,4/15/10 5:45,4/16/10 9:57,1:04:12,Closed,Case Closed Case Resolved Work Completed 4/15/10 ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Street Light_General Lighting Request,PWDx,519 Harrison Ave  Roxbury  MA  02118,South End,4,519 Harrison Ave,2118,42.34156,-71.06713,Citizens Connect App,28.2
1.01E+11,4/15/10 9:30,5/3/10 14:13,18:04:42,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 9  0901  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,407 Shawmut Ave  Roxbury  MA  02118,South End,6,407 Shawmut Ave,2118,42.34049,-71.07373,Constituent Call,436.7
1.01E+11,4/15/10 9:34,5/3/10 14:12,18:04:37,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 9  0901  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,423 Shawmut Ave  Roxbury  MA  02118,South End,6,423 Shawmut Ave,2118,42.34013,-71.07429,Constituent Call,436.6166667
1.01E+11,4/15/10 10:13,4/15/10 11:52,0:01:39,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000127341 ,Graffiti: Ward 3  0306  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1 City Hall Plz  Boston  MA  02108,Downtown / Financial District,3,1 City Hall Plz,2108,42.36042,-71.058274,Self Service,1.65
1.01E+11,4/15/10 12:04,6/1/10 13:40,16:01:36,Closed,Case Closed Case Resolved   This request has been completed and has been done three times in the past. Also  the mural at 572 Washington Street was done as request by the Codman Sq. Assoc and ISD. ,Graffiti: Ward 17  1704  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,851-857A Washington St  Dorchester  MA  02124,Dorchester,7,851-857A Washington St,2124,42.281873,-71.071408,Constituent Call,385.6
1.01E+11,4/15/10 14:43,5/5/10 11:45,19:21:02,Closed,Case Closed Case Resolved   THESE REQUESTS HAVE BEEN COMPLETED. ,Graffiti: Ward 22  2209  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,99-111 Chestnut Hill Ave  Brighton  MA  02135,Allston / Brighton,15,99-111 Chestnut Hill Ave,2135,42.34404,-71.1538,Self Service,477.0333333
1.01E+11,4/15/10 16:29,4/27/10 14:34,11:22:05,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 11  1104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,181 Amory St  Jamaica Plain  MA  02130,Jamaica Plain,11,181 Amory St,2130,42.31728,-71.102891,Constituent Call,286.0833333
1.01E+11,4/15/10 17:04,4/16/10 7:50,0:14:45,Closed,Case Closed Case Resolved   THIS CASE WILL BE CLOSE SINCE THIS IS NOT A VALID REQUEST. THE PHOTO IS A PICTURE OF A COMPUTER KEY BOARD. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1 Cambridge St  Boston  MA  02108,Downtown / Financial District,3,1 Cambridge St,2108,42.359648,-71.059259,Citizens Connect App,14.75
1.01E+11,4/16/10 14:27,4/16/10 15:33,0:01:05,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000113605 ,Graffiti: Ward 10  1002  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,43 Delle Ave  Mission Hill  MA  02120,Mission Hill,14,43 Delle Ave,2120,42.33131,-71.09898,Constituent Call,1.083333333
1.01E+11,4/16/10 15:28,5/3/10 10:49,16:19:21,Closed,Case Closed Case Resolved   SOME OF THESE REQUESTS HAVE BEEN COMPLETED AND HAVE BEEN DONE IN THE PAST.  THE GRAFFITI THAT WAS ON THE ROOF LEDGE COULDN'T BE REACHED. ,Graffiti: Ward 4  0408  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,36-38 Symphony Rd  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,13,36-38 Symphony Rd,2115,42.34283,-71.08846,Self Service,403.35
1.01E+11,4/16/10 15:30,4/16/10 15:41,0:00:11,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000130261 ,Graffiti: Ward 4  0408  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,36-38 Symphony Rd  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,13,36-38 Symphony Rd,2115,42.34283,-71.08846,Self Service,0.183333333
1.01E+11,4/16/10 15:30,4/16/10 15:43,0:00:12,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN# 101000130261 ,Graffiti: Ward 4  0408  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,36-38 Symphony Rd  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,13,36-38 Symphony Rd,2115,42.34283,-71.08846,Self Service,0.2
1.01E+11,4/17/10 11:15,4/28/10 12:20,11:01:04,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 1560 TREMONT STREET WAS ALSO DONE. THESE SITES HAVE BEEN DONE IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1562 Tremont St  Mission Hill  MA  02120,Mission Hill,14,1562 Tremont St,2120,42.33293,-71.1017,Citizens Connect App,265.0666667
1.01E+11,4/17/10 11:17,4/28/10 12:18,11:01:00,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,129 Saint Alphonsus St  Mission Hill  MA  02120,Mission Hill,14,129 Saint Alphonsus St,2120,42.332857,-71.101591,Citizens Connect App,265
1.01E+11,4/17/10 11:20,4/29/10 12:59,12:01:38,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,107-109 Calumet St  Mission Hill  MA  02120,Mission Hill,14,107-109 Calumet St,2120,42.331096,-71.103174,Citizens Connect App,289.6333333
1.01E+11,4/17/10 12:52,4/28/10 12:19,10:23:27,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE SEVEN TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,2 Worthington St  Mission Hill  MA  02120,Mission Hill,14,2 Worthington St,2120,42.333866,-71.102607,Citizens Connect App,263.45
1.01E+11,4/17/10 13:36,4/28/10 12:21,10:22:44,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 1615 TREMONT STREET WAS ALSO DONE. THESE SITES HAVE DONE FIVE TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1617 Tremont St  Mission Hill  MA  02120,Mission Hill,14,1617 Tremont St,2120,42.33383,-71.10309,Citizens Connect App,262.7333333
1.01E+11,4/18/10 11:23,4/23/10 6:10,4:18:47,Closed,Case Closed Case Resolved On Marine Rd ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,226 M St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,226 M St,2127,42.33052,-71.03299,Citizens Connect App,114.7833333
1.01E+11,4/18/10 11:25,5/5/10 11:46,17:00:20,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 21  2104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,24 Farrington Ave  Allston  MA  02134,Allston / Brighton,15,24 Farrington Ave,2134,42.35461,-71.13079,Constituent Call,408.3333333
1.01E+11,4/18/10 11:34,4/23/10 6:12,4:18:37,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,597 E First St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,597 E First St,2127,42.338049,-71.035796,Citizens Connect App,114.6166667
1.01E+11,4/18/10 11:38,4/23/10 6:11,4:18:32,Closed,Case Closed Case Resolved Location was 225 w second st ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,249 W Second St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,249 W Second St,2127,42.340314,-71.049958,Citizens Connect App,114.5333333
1.01E+11,4/18/10 11:42,4/28/10 6:09,9:18:27,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,51-53 W Seventh St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,51-53 W Seventh St,2127,42.337095,-71.055373,Citizens Connect App,234.45
1.01E+11,4/18/10 11:51,5/7/10 10:08,18:22:16,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 22  2207  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,559-569 Washington St  Brighton  MA  02135,Allston / Brighton,15,559-569 Washington St,2135,42.34991,-71.1643,Self Service,454.2666667
1.01E+11,4/18/10 16:28,6/2/10 11:05,13:18:37,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED BUT ONLY SOME OF 57 BEECH STREET COULD BE REMOVED BECAUSE THERE IS A ACTIVCE FRUIT STAND ON SITE. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,57-59 Beach St  Boston  MA  02111,Downtown / Financial District,4,57-59 Beach St,2111,42.351214,-71.060373,Citizens Connect App,330.6166667
1.01E+11,4/19/10 13:03,5/5/10 11:50,15:22:46,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND IT WAS A LARGE TASK TO FINISH. ALSO  THE OWNER SUPPLIER FIVE GALLONS OF PAINT SINCE THE TEAM COULDN'T MATCH THE PAINT. ,Graffiti: Ward 21  2103  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1198-1192 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,14,1198-1192 Commonwealth Ave,2134,42.35018,-71.12967,Self Service,382.7666667
1.01E+11,4/19/10 15:39,4/29/10 13:00,9:21:20,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE 10 TIMES IN THE PAST. ,Graffiti: Ward 10  1003  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,764 Huntington Ave  Mission Hill  MA  02120,Mission Hill,14,764 Huntington Ave,2120,42.333302,-71.106011,Constituent Call,237.3333333
